Age,Height,Weight,BMI,Gender
85,144.0,56.8,27.39,1
46,164.9,77.3,28.43,1
68,146.2,72.9,34.11,1
22,158.9,52.4,20.75,1
92,135.0,55.3,30.34,1
15,154.7,38.8,16.21,1
14,152.8,40.2,17.22,1
26,167.3,71.3,25.47,0
46,177.4,77.1,24.5,0
10,133.5,25.4,14.25,1
60,150.1,67.6,30.0,0
9,127.4,26.7,16.45,0
2,68.7,4.0,8.48,1
1,72.3,4.0,7.65,1
38,160.4,59.4,23.09,1
80,142.2,61.0,30.17,0
91,132.5,59.3,33.78,1
70,145.5,51.9,24.52,1
69,153.7,57.1,24.17,1
8,121.4,18.9,12.82,1
90,148.1,50.1,22.84,1
73,149.2,59.0,26.5,0
1,75.6,4.0,7.0,1
45,149.0,69.1,31.12,1
40,165.9,74.5,27.07,0
27,161.2,64.7,24.9,1
7,112.5,16.5,13.04,0
8,119.5,17.3,12.11,1
7,102.6,11.9,11.3,1
48,170.9,75.9,25.99,0
27,168.4,77.9,27.47,0
95,133.7,61.7,34.52,0
89,139.1,62.0,32.04,1
9,119.5,18.7,13.1,1
31,173.5,61.1,20.3,0
95,135.1,50.3,27.56,1
53,166.2,59.7,21.61,1
73,153.7,69.2,29.29,1
27,159.0,53.4,21.12,1
88,135.3,46.8,25.57,1
87,138.0,43.7,22.95,1
39,170.2,71.7,24.75,1
80,159.3,65.2,25.69,0
50,165.0,62.0,22.77,0
85,141.2,58.5,29.34,1
1,71.3,4.0,7.87,1
35,172.4,76.3,25.67,0
55,170.4,82.7,28.48,0
82,146.7,60.0,27.88,1
50,164.8,67.2,24.74,1
32,169.4,71.9,25.06,0
62,144.6,56.9,27.21,1
18,158.3,50.6,20.19,0
84,150.8,55.8,24.54,1
16,160.1,55.9,21.81,0
45,161.6,75.7,28.99,1
2,71.6,9.5,18.53,0
2,87.6,11.9,15.51,0
7,106.4,12.8,11.31,1
94,138.0,53.3,27.99,0
17,162.9,48.5,18.28,0
18,170.6,52.7,18.11,0
35,165.2,60.3,22.1,0
1,77.4,4.0,6.68,1
11,146.0,34.0,15.95,0
95,148.9,42.4,19.12,1
13,147.8,38.3,17.53,0
45,154.1,81.7,34.4,1
10,123.2,22.0,14.49,0
97,145.1,59.6,28.31,1
50,160.4,71.6,27.83,1
11,138.2,36.1,18.9,0
55,160.9,84.5,32.64,0
19,164.7,62.5,23.04,0
55,153.2,76.5,32.59,1
66,149.7,60.9,27.18,1
75,140.2,63.7,32.41,1
2,81.0,8.6,13.11,0
93,143.5,49.2,23.89,1
65,156.5,75.1,30.66,0
5,94.8,12.4,13.8,1
5,98.2,11.9,12.34,1
65,162.3,76.1,28.89,1
13,127.4,26.8,16.51,1
85,158.2,71.0,28.37,0
81,145.9,56.4,26.5,0
12,128.4,25.3,15.35,1
54,150.5,87.3,38.54,0
15,155.1,45.8,19.04,0
4,93.6,14.4,16.44,0
7,93.4,11.1,12.72,1
21,160.0,60.7,23.71,1
12,131.9,30.2,17.36,0
28,161.9,63.7,24.3,1
3,85.7,6.6,8.99,1
4,104.1,10.5,9.69,1
76,138.4,63.2,32.99,1
13,127.1,26.2,16.22,1
60,162.8,74.6,28.15,1
53,150.4,61.8,27.32,1
46,167.8,84.7,30.08,1
1,73.6,8.1,14.95,0
90,158.9,71.7,28.4,0
16,152.1,54.3,23.47,1
4,94.6,15.9,17.77,0
64,150.0,72.0,32.0,0
36,181.5,64.0,19.43,0
26,160.4,66.8,25.96,0
93,144.5,47.1,22.56,0
76,139.8,67.9,34.74,1
2,82.2,8.4,12.43,0
1,78.7,11.5,18.57,0
53,169.2,63.2,22.08,0
1,83.4,10.1,14.52,0
30,168.8,69.1,24.25,1
73,146.5,67.4,31.4,0
61,147.7,79.6,36.49,0
40,164.1,66.0,24.51,1
10,115.6,17.1,12.8,1
55,152.7,88.3,37.87,0
38,164.6,60.5,22.33,0
13,143.0,39.4,19.27,1
79,156.7,55.6,22.64,0
85,142.5,49.9,24.57,1
45,169.4,63.6,22.16,0
18,160.7,66.9,25.91,0
26,161.3,59.8,22.98,1
70,152.8,71.9,30.8,1
15,151.9,37.8,16.38,1
55,160.4,76.9,29.89,1
35,161.3,56.3,21.64,1
100,133.2,49.0,27.62,1
22,167.8,60.1,21.34,0
18,167.6,51.5,18.33,0
2,82.3,6.1,9.01,1
26,173.0,63.5,21.22,0
30,166.7,73.2,26.34,0
16,153.2,57.1,24.33,1
11,130.1,30.3,17.9,0
18,154.0,45.7,19.27,1
8,116.8,17.9,13.12,1
60,150.0,67.1,29.82,0
76,150.6,46.7,20.59,1
1,76.4,11.3,19.36,0
14,158.7,47.5,18.86,0
50,170.3,68.7,23.69,1
38,162.9,60.6,22.84,1
80,147.3,61.6,28.39,0
1,76.7,8.4,14.28,0
61,146.8,61.0,28.31,1
3,78.6,6.1,9.87,1
87,139.8,60.3,30.85,1
10,129.7,24.4,14.5,0
9,130.4,23.0,13.53,0
91,141.9,44.8,22.25,1
2,94.8,12.0,13.35,0
15,156.1,46.3,19.0,1
37,173.5,86.7,28.8,0
11,138.2,35.4,18.53,0
22,157.2,59.2,23.96,1
14,149.1,43.8,19.7,1
35,178.6,77.7,24.36,0
29,165.6,56.0,20.42,1
28,175.8,73.6,23.81,0
13,133.8,31.3,17.48,0
4,80.6,7.8,12.01,1
70,151.5,61.7,26.88,0
1,80.1,10.0,15.59,0
1,79.3,11.2,17.81,0
99,141.8,55.3,27.5,0
87,148.3,60.0,27.28,0
88,151.8,56.7,24.61,0
7,103.8,11.1,10.3,1
93,134.5,44.0,24.32,1
44,165.7,90.5,32.96,0
4,97.2,11.0,11.64,1
1,77.7,4.0,6.63,1
80,144.2,50.7,24.38,1
77,147.5,50.3,23.12,0
68,157.3,69.1,27.93,1
88,146.0,53.8,25.24,1
35,169.1,60.4,21.12,0
15,146.9,42.6,19.74,0
55,161.1,71.3,27.47,1
1,73.2,4.0,7.47,1
66,148.2,65.9,30.0,1
15,146.7,45.9,21.33,1
79,147.0,57.0,26.38,0
80,141.4,65.4,32.71,1
21,159.7,53.5,20.98,1
97,138.5,49.1,25.6,0
96,146.0,57.2,26.83,0
22,166.4,63.4,22.9,0
22,159.1,68.7,27.14,0
9,127.9,26.8,16.38,0
30,178.1,78.7,24.81,0
10,130.6,23.3,13.66,0
99,149.7,51.4,22.94,0
4,82.1,13.5,20.03,0
75,138.9,64.7,33.54,1
35,165.3,54.1,19.8,1
69,153.6,57.3,24.29,1
98,134.5,44.0,24.32,1
60,157.2,68.1,27.56,1
30,159.8,67.7,26.51,1
31,173.6,81.0,26.88,0
77,157.9,65.1,26.11,0
83,152.7,73.6,31.56,0
17,156.7,54.6,22.24,0
92,150.9,54.4,23.89,0
13,145.5,34.2,16.15,1
93,145.6,65.1,30.71,0
9,124.0,16.4,10.67,1
43,172.8,85.6,28.67,0
8,124.0,16.3,10.6,1
42,170.6,70.2,24.12,0
78,151.1,67.4,29.52,0
58,160.1,74.4,29.03,0
2,81.1,9.9,15.05,0
72,162.9,72.2,27.21,0
4,95.7,12.0,13.1,0
98,138.0,51.6,27.1,1
24,164.6,58.5,21.59,0
16,153.6,45.5,19.29,1
18,154.3,57.1,23.98,1
19,158.4,57.0,22.72,0
93,148.4,58.7,26.65,0
13,137.2,24.6,13.07,1
13,127.8,27.4,16.78,1
32,156.9,63.7,25.88,1
45,165.6,85.3,31.1,0
75,163.4,53.2,19.93,0
7,99.3,11.4,11.56,1
72,145.0,69.6,33.1,1
65,151.6,62.9,27.37,1
26,166.2,64.3,23.28,0
79,145.4,52.5,24.83,1
63,150.9,65.6,28.81,1
62,151.4,70.9,30.93,0
16,163.5,44.1,16.5,0
61,163.7,60.5,22.58,0
70,160.8,58.5,22.62,0
61,168.1,71.7,25.37,0
70,141.6,60.3,30.07,1
16,157.6,47.1,18.96,1
59,150.2,56.3,24.96,1
61,158.6,77.6,30.85,0
9,125.4,24.4,15.52,0
58,155.0,68.0,28.3,0
54,158.9,84.2,33.35,0
36,174.7,72.5,23.75,1
42,157.9,75.1,30.12,0
3,79.6,6.9,10.89,1
4,85.0,14.0,19.38,0
81,150.6,63.6,28.04,0
100,144.0,47.4,22.86,1
68,162.4,73.0,27.68,1
62,150.7,79.9,35.18,0
35,169.4,70.0,24.39,1
87,148.0,50.5,23.06,1
90,148.7,40.0,18.09,1
73,146.8,63.0,29.23,1
26,164.2,63.9,23.7,1
70,151.6,70.6,30.72,0
30,176.2,77.0,24.8,0
4,108.9,20.4,17.2,0
3,85.6,6.1,8.32,1
35,176.3,63.3,20.37,0
12,135.3,31.9,17.43,0
58,155.0,80.4,33.47,1
100,132.7,53.8,30.55,1
21,161.4,60.5,23.22,1
85,149.2,63.3,28.44,1
1,67.4,4.0,8.81,1
66,146.4,56.7,26.45,1
65,145.5,60.7,28.67,1
7,94.7,12.5,13.94,1
28,163.7,56.7,21.16,1
4,87.5,6.5,8.49,1
20,163.4,55.3,20.71,1
26,163.5,58.5,21.88,1
42,160.4,64.0,24.88,1
55,150.5,63.9,28.21,1
66,162.4,79.3,30.07,0
95,141.8,38.7,19.25,1
79,137.6,67.6,35.7,1
39,184.7,74.0,21.69,0
89,146.9,44.7,20.71,1
27,159.6,60.4,23.71,1
18,169.8,66.1,22.93,0
37,170.1,70.2,24.26,0
62,161.8,69.6,26.59,1
2,94.2,10.3,11.61,0
18,155.3,56.2,23.3,1
10,126.5,24.2,15.12,1
26,170.5,71.7,24.66,0
40,165.0,68.2,25.05,0
40,155.2,66.9,27.77,1
39,160.9,73.4,28.35,1
54,165.8,81.9,29.79,1
40,166.9,66.6,23.91,1
58,166.9,68.1,24.45,0
4,86.9,15.6,20.66,0
26,160.3,69.9,27.2,0
87,147.0,49.0,22.68,1
2,80.5,7.6,11.73,1
81,143.7,49.3,23.87,0
91,134.8,42.0,23.11,1
18,155.5,48.3,19.97,1
70,153.8,64.0,27.06,1
47,150.8,67.0,29.46,1
17,164.3,55.5,20.56,0
17,162.7,48.3,18.25,0
18,169.3,59.3,20.69,0
30,161.5,54.9,21.05,1
95,132.6,48.4,27.53,1
92,140.6,44.5,22.51,0
24,162.2,64.4,24.48,0
40,174.7,81.6,26.74,0
51,163.9,67.1,24.98,1
90,143.9,47.6,22.99,1
79,150.8,64.6,28.41,1
74,154.8,68.4,28.54,1
68,151.5,61.5,26.79,0
86,143.1,64.3,31.4,0
94,142.8,60.3,29.57,0
48,156.2,71.8,29.43,1
31,166.4,74.8,27.01,0
18,163.5,51.3,19.19,1
17,161.5,62.5,23.96,0
52,156.0,71.2,29.26,1
17,159.6,63.3,24.85,0
54,164.9,63.7,23.43,0
11,134.1,28.0,15.57,1
28,165.4,67.2,24.56,1
35,161.2,60.3,23.21,1
32,169.5,59.4,20.68,0
82,153.5,53.5,22.71,0
4,84.9,11.7,16.23,0
7,114.3,18.0,13.78,1
97,140.1,57.6,29.35,1
25,162.4,51.1,19.38,1
51,162.7,68.7,25.95,0
13,157.3,43.0,17.38,0
45,165.6,60.4,22.03,1
98,147.3,51.6,23.78,1
8,127.3,23.6,14.56,0
40,172.3,77.1,25.97,0
30,173.0,74.0,24.73,0
35,165.5,65.7,23.99,1
55,169.5,74.5,25.93,1
82,140.2,54.1,27.52,0
34,169.7,75.3,26.15,0
45,164.1,71.0,26.37,0
35,154.5,63.1,26.43,1
92,139.5,40.8,20.97,1
2,72.1,10.0,19.24,0
21,155.2,56.9,23.62,1
91,148.7,44.7,20.22,1
47,156.3,76.8,31.44,0
60,143.1,65.4,31.94,1
60,172.2,84.1,28.36,0
33,159.6,55.4,21.75,1
74,155.7,60.6,25.0,1
18,160.0,49.4,19.3,1
69,144.4,57.5,27.58,0
9,122.2,24.8,16.61,0
22,166.2,69.6,25.2,0
52,168.0,79.8,28.27,0
94,151.9,57.8,25.05,0
42,162.0,64.3,24.5,1
12,130.6,25.1,14.72,1
35,184.4,74.7,21.97,0
90,140.1,51.3,26.14,0
15,159.8,40.1,15.7,0
49,171.0,74.1,25.34,1
60,146.2,71.7,33.54,0
30,177.6,80.3,25.46,0
16,156.2,50.2,20.58,0
52,151.1,75.6,33.11,0
57,159.7,80.6,31.6,0
14,152.5,38.7,16.64,1
19,159.7,48.1,18.86,1
5,104.1,20.7,19.1,0
75,163.7,50.8,18.96,0
34,166.2,63.3,22.92,1
18,168.8,63.9,22.43,0
80,154.1,56.1,23.62,1
28,165.5,57.1,20.85,0
71,159.4,49.0,19.28,1
17,158.5,48.6,19.35,0
73,143.0,57.2,27.97,1
11,134.9,31.7,17.42,0
18,158.8,58.7,23.28,0
7,115.1,18.2,13.74,1
85,157.5,65.4,26.36,0
8,115.5,18.3,13.72,1
77,154.0,69.8,29.43,0
45,154.8,80.6,33.64,0
6,104.1,15.0,13.84,0
4,96.6,21.5,23.04,0
6,105.7,16.0,14.32,0
14,158.5,49.3,19.62,0
2,66.2,4.0,9.13,1
85,159.8,69.9,27.37,0
99,153.5,47.6,20.2,0
29,170.6,62.3,21.41,1
28,167.9,60.4,21.43,1
57,164.2,62.9,23.33,0
23,160.3,56.6,22.03,1
89,156.8,46.1,18.75,0
52,165.5,82.4,30.08,1
56,151.4,68.0,29.67,1
73,163.9,76.6,28.51,0
2,89.9,11.3,13.98,0
2,75.0,4.0,7.11,1
20,161.8,57.2,21.85,1
46,162.2,66.5,25.28,1
21,169.5,57.8,20.12,0
19,158.5,58.4,23.25,1
60,167.8,78.4,27.84,0
37,164.0,67.0,24.91,1
8,124.9,23.2,14.87,0
18,153.3,46.0,19.57,1
85,149.0,61.2,27.57,1
23,160.6,65.2,25.28,0
30,168.2,66.5,23.51,1
64,146.3,79.7,37.24,0
49,167.5,83.7,29.83,0
2,79.4,10.1,16.02,0
82,144.5,54.9,26.29,1
60,169.1,85.8,30.01,0
65,157.3,60.9,24.61,0
4,103.8,13.0,12.07,1
9,114.6,18.8,14.31,1
26,161.6,65.2,24.97,1
40,183.3,70.1,20.86,0
76,151.3,47.6,20.79,1
11,134.9,35.1,19.29,0
80,149.8,60.7,27.05,0
92,133.2,54.1,30.49,1
64,149.0,59.0,26.58,1
28,175.1,67.5,22.02,0
39,167.1,69.2,24.78,1
59,167.0,71.2,25.53,0
48,179.4,93.2,28.96,0
50,160.9,59.0,22.79,1
73,140.8,53.2,26.84,1
24,171.1,65.9,22.51,0
46,177.6,67.6,21.43,0
33,173.5,73.7,24.48,0
43,154.3,70.4,29.57,1
82,154.3,55.5,23.31,1
45,156.4,64.0,26.16,1
57,157.1,75.1,30.43,1
31,163.0,66.6,25.07,1
74,147.3,54.3,25.03,0
41,158.0,74.2,29.72,0
18,154.2,51.2,21.53,1
2,78.1,8.0,13.12,1
90,135.1,40.4,22.13,1
1,73.6,4.0,7.38,1
15,150.2,46.4,20.57,0
20,170.6,64.2,22.06,0
25,167.7,60.5,21.51,0
7,120.8,26.9,18.43,0
36,163.2,84.8,31.84,0
40,171.8,70.5,23.89,1
75,158.4,61.8,24.63,0
80,146.1,49.5,23.19,1
80,160.5,53.3,20.69,0
18,166.3,54.5,19.71,0
4,105.4,12.7,11.43,1
59,151.2,87.1,38.1,0
84,141.5,63.4,31.66,0
94,151.5,46.6,20.3,0
28,162.3,77.1,29.27,0
34,161.9,64.6,24.65,1
16,153.9,42.3,17.86,0
49,159.1,74.1,29.27,0
17,153.0,54.7,23.37,1
16,152.7,41.4,17.76,1
44,180.1,90.0,27.75,0
60,162.6,71.3,26.97,0
13,160.6,42.6,16.52,0
88,150.3,46.9,20.76,0
28,166.0,62.4,22.64,1
1,77.7,4.0,6.63,1
47,169.5,83.0,28.89,1
26,165.1,70.2,25.75,0
80,156.9,71.5,29.04,0
49,171.6,84.5,28.7,0
16,157.1,50.9,20.62,1
40,155.3,67.0,27.78,1
86,149.2,51.8,23.27,1
10,130.5,27.7,16.27,1
85,144.9,50.2,23.91,1
74,159.6,79.3,31.13,0
73,146.9,57.8,26.78,1
58,167.9,61.1,21.67,1
31,170.2,71.8,24.79,1
16,151.7,37.6,16.34,1
64,153.5,74.9,31.79,0
1,71.2,10.9,21.5,0
70,148.0,56.4,25.75,1
7,99.1,13.1,13.34,1
16,155.0,43.2,17.98,0
56,159.9,77.5,30.31,1
98,154.0,63.6,26.82,0
80,150.9,73.5,32.28,0
13,148.1,38.4,17.51,1
39,171.8,65.2,22.09,0
79,157.5,65.3,26.32,0
65,144.2,73.2,35.2,1
20,162.4,53.7,20.36,0
84,147.2,63.7,29.4,0
10,119.3,16.9,11.87,1
7,116.4,21.9,16.16,0
4,80.0,7.5,11.72,1
81,142.9,48.1,23.55,0
71,150.2,63.3,28.06,1
36,174.9,74.8,24.45,1
16,157.6,63.7,25.65,0
57,164.9,64.3,23.65,1
19,163.9,56.8,21.14,0
3,83.4,14.3,20.56,0
58,146.0,62.7,29.41,1
13,155.3,40.3,16.71,0
3,80.9,8.0,12.22,1
36,161.8,61.8,23.61,1
63,145.0,66.5,31.63,0
69,146.8,73.5,34.11,1
16,166.8,62.0,22.28,0
22,171.1,70.4,24.05,0
25,162.0,59.0,22.48,0
43,166.6,63.9,23.02,0
22,154.8,53.7,22.41,1
90,142.3,41.9,20.69,1
84,152.5,50.2,21.59,0
67,150.8,64.8,28.5,1
90,141.5,51.1,25.52,1
62,152.0,73.9,31.99,1
19,167.9,68.2,24.19,0
3,93.5,13.8,15.79,0
39,183.1,70.7,21.09,0
77,149.9,66.1,29.42,0
58,148.7,75.6,34.19,1
31,169.7,64.2,22.29,1
96,133.9,52.0,29.0,0
10,118.8,20.8,14.74,0
21,170.1,67.1,23.19,0
77,151.0,72.8,31.93,0
65,147.4,78.9,36.31,0
55,159.9,61.2,23.94,0
31,174.0,58.6,19.36,0
13,145.6,53.9,25.43,0
59,148.3,62.0,28.19,0
62,156.5,72.4,29.56,0
89,145.5,44.7,21.11,1
64,163.5,71.8,26.86,1
32,166.6,79.0,28.46,0
15,154.9,52.9,22.05,0
22,169.1,73.0,25.53,0
18,154.1,50.8,21.39,1
20,163.8,52.9,19.72,1
18,155.1,51.2,21.28,0
6,96.6,20.9,22.4,0
33,170.2,59.3,20.47,0
50,164.8,64.8,23.86,1
25,163.1,51.3,19.28,1
81,158.4,63.0,25.11,0
3,79.4,7.4,11.74,1
70,145.1,52.4,24.89,1
62,160.6,72.1,27.95,1
75,139.9,62.5,31.93,1
17,158.8,52.3,20.74,1
36,178.9,71.6,22.37,0
99,133.3,43.3,24.37,1
12,143.4,29.3,14.25,0
16,153.8,36.5,15.43,1
49,158.6,79.6,31.65,1
4,78.0,8.0,13.15,1
3,85.1,6.0,8.28,1
30,158.9,53.5,21.19,1
2,72.4,4.0,7.63,1
29,162.9,70.7,26.64,0
16,149.6,47.2,21.09,0
90,142.5,39.1,19.26,1
50,149.8,65.9,29.37,1
40,176.3,87.8,28.25,0
17,151.2,52.6,23.01,1
9,119.7,16.1,11.24,1
67,153.2,53.7,22.88,1
16,153.7,50.5,21.38,1
26,161.6,70.4,26.96,0
44,167.7,69.7,24.78,1
61,148.5,55.7,25.26,1
75,159.4,74.4,29.28,0
43,171.8,91.0,30.83,0
6,112.1,14.0,11.14,0
45,161.3,87.0,33.44,0
16,154.6,41.6,17.41,1
4,83.7,10.9,15.56,0
28,163.5,56.8,21.25,1
73,161.6,77.5,29.68,0
10,126.0,22.8,14.36,0
55,151.2,64.7,28.3,0
93,150.0,49.9,22.18,1
81,145.9,73.9,34.72,0
82,144.3,55.0,26.41,1
93,152.2,59.6,25.73,0
7,98.9,16.2,16.56,0
26,173.7,59.3,19.65,0
22,164.8,66.6,24.52,0
71,151.0,69.8,30.61,1
48,151.2,84.3,36.87,1
35,178.8,67.0,20.96,0
24,162.8,61.7,23.28,1
78,163.8,57.9,21.58,0
89,159.4,67.6,26.61,0
19,157.1,56.0,22.69,1
40,155.5,64.8,26.8,1
18,156.8,52.8,21.48,1
52,160.4,72.6,28.22,1
67,147.4,73.3,33.74,1
2,92.3,14.9,17.49,0
70,165.8,66.0,24.01,0
65,147.5,60.8,27.95,1
85,136.2,44.2,23.83,1
2,78.0,10.7,17.59,0
55,171.5,85.3,29.0,0
89,156.0,68.7,28.23,0
36,164.6,72.2,26.65,1
34,163.7,72.5,27.05,1
16,153.2,44.9,19.13,1
55,167.6,87.9,31.29,0
10,117.2,16.2,11.79,1
10,122.3,26.9,17.98,0
75,143.0,53.3,26.06,1
50,154.3,66.7,28.02,1
50,170.6,91.4,31.4,0
2,75.9,9.0,15.62,0
11,131.3,28.5,16.53,0
95,141.1,47.9,24.06,0
97,143.3,49.7,24.2,0
62,159.7,70.5,27.64,1
58,160.7,63.5,24.59,1
40,160.7,79.3,30.71,0
12,129.0,25.8,15.5,1
53,176.0,78.0,25.18,0
27,160.1,66.4,25.91,1
40,166.4,74.7,26.98,1
4,105.4,11.2,10.08,1
28,161.1,61.6,23.74,1
58,146.9,74.1,34.34,1
84,151.6,70.1,30.5,0
22,171.3,58.3,19.87,0
25,157.2,57.4,23.23,1
89,153.9,48.6,20.52,0
24,162.9,62.4,23.51,1
65,164.8,61.8,22.75,0
79,149.7,59.3,26.46,0
6,109.1,10.1,8.49,1
7,130.8,21.9,12.8,0
2,85.3,6.5,8.93,1
87,139.3,54.8,28.24,0
1,74.0,9.0,16.44,0
45,159.2,80.4,31.72,1
79,156.7,74.8,30.46,0
75,164.1,65.8,24.43,0
98,136.3,53.2,28.64,0
26,167.0,62.4,22.37,0
22,166.5,53.0,19.12,0
35,168.0,63.5,22.5,1
7,120.8,16.2,11.1,1
56,165.5,72.0,26.29,1
65,160.0,80.4,31.41,0
36,159.0,66.3,26.23,1
18,154.4,54.9,23.03,1
50,179.1,86.7,27.03,0
60,157.7,84.0,33.78,0
95,147.3,55.0,25.35,1
75,141.3,54.4,27.25,0
31,156.8,72.6,29.53,1
58,159.3,62.6,24.67,0
89,137.1,57.9,30.8,1
90,141.6,53.4,26.63,0
31,162.1,64.1,24.39,1
15,144.5,43.5,20.83,1
51,169.3,71.6,24.98,0
47,169.2,78.7,27.49,1
19,159.7,58.2,22.82,1
74,158.5,50.1,19.94,1
16,157.1,50.4,20.42,1
95,142.6,50.4,24.79,1
96,144.9,53.2,25.34,1
4,95.9,10.0,10.87,1
7,104.0,12.6,11.65,1
60,147.6,75.4,34.61,1
89,143.6,56.6,27.45,1
40,165.0,66.6,24.46,1
44,152.3,63.0,27.16,1
20,158.9,53.9,21.35,1
82,152.6,57.1,24.52,1
99,133.4,51.0,28.66,0
23,164.2,70.2,26.04,0
11,145.0,34.6,16.46,0
69,148.4,72.3,32.83,0
100,137.3,47.8,25.36,0
49,162.9,81.4,30.67,1
26,176.7,58.8,18.83,0
82,143.9,60.0,28.98,1
84,138.0,58.7,30.82,1
30,162.2,77.5,29.46,0
19,169.8,53.4,18.52,0
55,164.6,81.1,29.93,0
13,152.4,54.5,23.47,0
68,144.3,56.0,26.89,1
28,167.1,59.0,21.13,0
27,162.3,58.7,22.28,1
96,142.2,55.4,27.4,1
86,136.6,49.5,26.53,1
52,162.2,70.0,26.61,1
2,67.4,4.0,8.81,1
10,121.9,24.1,16.22,0
19,166.0,66.2,24.02,0
70,163.2,80.2,30.11,0
75,137.5,54.9,29.04,1
55,170.6,59.7,20.51,1
7,110.9,21.2,17.24,0
17,157.4,53.8,21.72,0
69,152.0,78.5,33.98,0
38,182.1,75.9,22.89,0
90,146.0,56.0,26.27,0
1,73.3,8.8,16.38,0
4,83.6,7.2,10.3,1
48,154.0,66.2,27.91,0
44,181.3,76.9,23.4,0
2,76.1,8.3,14.33,0
18,159.9,45.0,17.6,1
16,156.6,49.2,20.06,1
40,177.3,72.2,22.97,0
90,145.6,60.4,28.49,1
61,171.4,60.1,20.46,0
49,162.3,60.0,22.78,1
93,134.5,43.5,24.05,1
91,150.8,48.6,21.37,1
51,163.9,83.2,30.97,0
25,160.7,57.9,22.42,0
67,159.9,69.2,27.07,0
19,163.9,65.8,24.49,0
58,154.1,57.1,24.05,1
38,161.9,77.5,29.57,0
94,133.8,49.1,27.43,1
96,133.1,44.0,24.84,1
56,153.3,69.5,29.57,0
44,170.6,72.5,24.91,0
41,173.4,70.2,23.35,1
88,133.4,47.0,26.41,1
2,74.6,11.4,20.48,0
17,159.9,44.5,17.4,1
98,131.0,42.7,24.88,1
89,137.9,47.1,24.77,0
24,166.8,67.7,24.33,0
21,168.1,54.1,19.15,0
59,157.8,63.5,25.5,1
67,146.7,69.5,32.29,0
3,86.6,6.5,8.67,1
42,158.2,59.6,23.81,1
16,156.9,52.9,21.49,1
77,148.5,77.4,35.1,0
22,166.0,52.9,19.2,0
49,154.1,78.4,33.01,1
4,78.3,6.6,10.77,1
95,137.4,47.2,25.0,1
63,145.3,65.6,31.07,1
80,142.7,57.3,28.14,1
21,157.8,56.1,22.53,1
1,72.3,8.5,16.26,0
68,141.5,56.7,28.32,1
20,159.2,55.0,21.7,1
80,135.0,61.8,33.91,1
50,159.5,61.7,24.25,1
71,138.3,50.6,26.45,1
85,155.2,67.6,28.06,0
58,162.1,77.4,29.46,1
6,107.4,10.0,8.67,1
100,142.7,65.0,31.92,0
22,160.9,65.9,25.46,0
97,140.3,40.6,20.63,1
25,163.9,58.5,21.78,0
16,153.8,52.4,22.15,0
83,139.1,65.0,33.59,0
4,95.6,14.7,16.08,0
75,155.7,79.1,32.63,0
2,83.3,9.9,14.27,0
52,158.1,72.7,29.09,1
26,164.6,62.6,23.11,0
65,166.2,76.0,27.51,0
2,94.0,13.7,15.5,0
12,131.5,33.4,19.32,0
2,84.8,11.6,16.13,0
24,157.4,59.7,24.1,1
77,136.9,69.3,36.98,1
2,66.5,4.0,9.05,1
100,132.0,40.5,23.24,1
20,162.2,57.1,21.7,1
34,156.3,61.3,25.09,1
80,146.8,46.9,21.76,1
37,167.3,75.6,27.01,0
18,154.9,56.9,23.71,1
79,157.6,63.8,25.69,0
34,176.1,72.2,23.28,0
14,148.9,37.4,16.87,1
13,156.7,38.6,15.72,0
4,103.6,21.6,20.12,0
94,146.3,66.5,31.07,0
80,149.4,75.3,33.74,0
52,156.1,69.6,28.56,0
67,160.4,75.7,29.42,0
2,68.3,4.0,8.57,1
92,135.4,52.2,28.47,0
100,132.8,39.5,22.4,1
10,121.9,18.3,12.32,1
63,163.9,68.9,25.65,1
30,162.4,72.5,27.49,1
57,162.0,75.5,28.77,1
84,151.1,72.9,31.93,0
100,138.0,59.7,31.35,0
13,159.0,46.3,18.31,0
78,144.4,50.7,24.31,1
6,101.8,11.7,11.29,1
41,157.5,90.2,36.36,0
55,158.2,74.4,29.73,0
77,155.8,67.8,27.93,1
76,140.5,63.3,32.07,1
6,95.1,13.6,15.04,1
16,162.0,66.2,25.22,0
16,155.5,58.9,24.36,1
55,165.5,66.9,24.42,1
2,82.1,10.6,15.73,0
4,83.9,14.6,20.74,0
78,159.0,53.1,21.0,0
24,163.2,56.5,21.21,0
9,119.4,20.3,14.24,0
16,146.6,42.4,19.73,0
98,137.1,46.9,24.95,0
14,142.5,37.8,18.61,1
26,167.0,58.0,20.8,0
2,90.2,14.9,18.31,0
45,158.5,73.9,29.42,1
51,165.2,77.5,28.4,1
2,82.4,8.8,12.96,0
80,146.5,58.7,27.35,1
72,149.5,66.9,29.93,0
94,140.8,49.5,24.97,0
18,167.5,54.2,19.32,0
17,157.7,50.5,20.31,0
100,129.3,36.9,22.07,1
86,140.8,51.5,25.98,0
3,84.4,11.0,15.44,0
47,167.0,85.1,30.51,1
90,147.7,50.1,22.97,1
39,168.4,85.4,30.11,0
24,156.3,63.0,25.79,1
56,165.1,63.6,23.33,1
6,97.5,18.4,19.36,0
56,154.1,67.8,28.55,1
80,157.5,51.8,20.88,0
13,145.9,38.9,18.27,0
84,150.5,50.1,22.12,1
66,157.5,67.1,27.05,1
87,142.8,62.7,30.75,1
